,State,County,Votes_Left,Votes_Right,total_shootings,shootings_normalized
606,Kansas,Finney County,7079,4155,0,0
607,Kansas,Ford County,5763,2926,0,0
608,Kansas,Franklin County,8326,3623,0,0
609,Kansas,Geary County,5193,3825,0,0
610,Kansas,Gove County,1256,163,0,0
611,Kansas,Graham County,1052,222,0,0
612,Kansas,Grant County,1910,497,0,0
613,Kansas,Gray County,1871,337,0,0
614,Kansas,Greeley County,537,76,0,0
615,Kansas,Greenwood County,2404,562,0,0
616,Kansas,Hamilton County,684,134,0,0
617,Kansas,Harper County,2128,453,0,0
618,Kansas,Harvey County,10015,6652,0,0
619,Kansas,Haskell County,1103,261,0,0
620,Kansas,Hodgeman County,866,151,0,0
621,Kansas,Jackson County,4435,1852,0,0
622,Kansas,Jefferson County,6167,3097,0,0
623,Kansas,Jewell County,1369,211,0,0
624,Kansas,Johnson County,151280,177925,0,0
625,Kansas,Kearny County,1134,255,0,0
626,Kansas,Kingman County,3098,742,0,0
627,Kansas,Kiowa County,957,153,0,0
628,Kansas,Labette County,5639,2607,0,0
629,Kansas,Lane County,757,114,0,0
630,Kansas,Leavenworth County,21378,13753,0,0
631,Kansas,Lincoln County,1273,266,0,0
632,Kansas,Linn County,3940,863,0,0
633,Kansas,Logan County,1231,185,0,0
634,Kansas,Lyon County,7381,5878,0,0
635,Kansas,McPherson County,9562,3977,0,0
636,Kansas,Marion County,4377,1463,0,0
637,Kansas,Marshall County,3662,1239,0,0
638,Kansas,Meade County,1508,261,0,0
639,Kansas,Miami County,12116,5133,0,0
640,Kansas,Mitchell County,2454,547,0,0
641,Kansas,Montgomery County,9768,3147,0,0
642,Kansas,Morris County,2085,721,0,0
643,Kansas,Morton County,1004,147,0,0
644,Kansas,Nemaha County,4612,920,0,0
645,Kansas,Neosho County,4795,1727,0,0
646,Kansas,Ness County,1315,147,0,0
647,Kansas,Norton County,1975,360,0,0
648,Kansas,Osage County,5589,2091,0,0
649,Kansas,Osborne County,1590,275,0,0
650,Kansas,Ottawa County,2581,504,0,0
651,Kansas,Pawnee County,2028,635,0,0
652,Kansas,Phillips County,2855,373,0,0
653,Kansas,Pottawatomie County,9247,3257,0,0
654,Kansas,Pratt County,3087,924,0,0
655,Kansas,Rawlins County,1253,214,0,0
656,Kansas,Reno County,17892,8563,0,0
657,Kansas,Republic County,2172,420,0,0
658,Kansas,Rice County,3187,953,0,0
659,Kansas,Riley County,11174,11940,0,0
660,Kansas,Rooks County,2294,332,0,0
661,Kansas,Rush County,1425,291,0,0
662,Kansas,Russell County,2765,591,0,0
663,Kansas,Saline County,15313,8022,0,0
664,Kansas,Scott County,1991,290,0,0
665,Kansas,Sedgwick County,117653,90820,0,0
666,Kansas,Seward County,3285,1736,0,0
667,Kansas,Shawnee County,39890,42032,0,0
668,Kansas,Sheridan County,1237,144,0,0
669,Kansas,Sherman County,2220,385,0,0
670,Kansas,Smith County,1734,328,0,0
671,Kansas,Stafford County,1631,355,0,0
672,Kansas,Stanton County,607,147,0,0
673,Kansas,Stevens County,1731,233,0,0
674,Kansas,Sumner County,7998,2551,0,0
675,Kansas,Thomas County,4686,642,0,0
676,Kansas,Trego County,1341,238,0,0
677,Kansas,Wabaunsee County,2813,956,0,0
678,Kansas,Wallace County,762,44,0,0
679,Kansas,Washington County,2332,467,0,0
680,Kansas,Wichita County,803,147,0,0
681,Kansas,Wilson County,3111,711,0,0
682,Kansas,Woodson County,1189,283,0,0
683,Kansas,Wyandotte County,18512,35566,0,0
684,Kentucky,Adair County,7275,1391,0,0
685,Kentucky,Allen County,12706,3031,0,0
686,Kentucky,Anderson County,9651,3339,0,0
687,Kentucky,Ballard County,3356,825,0,0
688,Kentucky,Barren County,14646,5115,0,0
689,Kentucky,Bath County,3986,1573,0,0
690,Kentucky,Bell County,8140,1789,0,0
691,Kentucky,Boone County,44811,20897,0,0
692,Kentucky,Bourbon County,6190,3296,0,0
693,Kentucky,Boyd County,14295,7083,0,0
694,Kentucky,Boyle County,8872,5298,0,0
695,Kentucky,Bracken County,3397,799,0,0
696,Kentucky,Breathitt County,4265,1301,0,0
697,Kentucky,Breckinridge County,7699,2350,0,0
698,Kentucky,Bullitt County,30338,10126,0,0
699,Kentucky,Butler County,4960,1078,0,0
700,Kentucky,Caldwell County,4905,1432,0,0
701,Kentucky,Calloway County,11351,5794,0,0
702,Kentucky,Campbell County,28482,19373,0,0
703,Kentucky,Carlisle County,2159,463,0,0
704,Kentucky,Carroll County,2954,1116,0,0
705,Kentucky,Carter County,8775,2642,0,0
706,Kentucky,Casey County,6186,960,0,0
707,Kentucky,Christian County,15080,8296,0,0
708,Kentucky,Clark County,17595,8665,0,0
709,Kentucky,Clay County,6003,430,0,0
710,Kentucky,Clinton County,4280,603,0,0
711,Kentucky,Crittenden County,3451,731,0,0
712,Kentucky,Cumberland County,2769,508,0,0
713,Kentucky,Daviess County,31023,17283,0,0
714,Kentucky,Edmonson County,4828,1227,0,0
715,Kentucky,Elliott County,2246,712,0,0
716,Kentucky,Estill County,5100,1355,0,0
717,Kentucky,Fayette County,58845,90566,0,0
718,Kentucky,Fleming County,5534,1474,0,0
719,Kentucky,Floyd County,12211,3855,0,0
720,Kentucky,Franklin County,12900,12650,0,0
721,Kentucky,Fulton County,1605,791,0,0
722,Kentucky,Gallatin County,2955,822,0,0
723,Kentucky,Garrard County,6754,1830,0,0
724,Kentucky,Grant County,8725,2205,0,0
725,Kentucky,Graves County,13206,3559,0,0
726,Kentucky,Grayson County,9453,2400,0,0
727,Kentucky,Green County,4838,920,0,0
728,Kentucky,Greenup County,13064,4873,0,0
729,Kentucky,Hancock County,3145,1351,0,0
730,Kentucky,Hardin County,29832,18101,0,0
731,Kentucky,Harlan County,9367,1494,0,0
732,Kentucky,Harrison County,6334,2400,0,0
733,Kentucky,Hart County,6345,1908,0,0
734,Kentucky,Henderson County,12730,7639,0,0
735,Kentucky,Henry County,5843,2142,0,0
736,Kentucky,Hickman County,1714,458,0,0
737,Kentucky,Hopkins County,15757,5439,0,0
738,Kentucky,Jackson County,5450,605,0,0
739,Kentucky,Jefferson County,150619,228288,0,0
740,Kentucky,Jessamine County,17096,8567,0,0
741,Kentucky,Johnson County,8446,1607,0,0
742,Kentucky,Kenton County,48123,32265,0,0
743,Kentucky,Knott County,4779,1412,0,0
744,Kentucky,Knox County,11010,2111,0,0
745,Kentucky,Larue County,5685,1504,0,0
746,Kentucky,Laurel County,23234,4474,0,0
747,Kentucky,Lawrence County,5633,1238,0,0
748,Kentucky,Lee County,2159,459,0,0
749,Kentucky,Leslie County,4318,446,0,0
750,Kentucky,Letcher County,7226,1799,0,0
751,Kentucky,Lewis County,4986,823,0,0
752,Kentucky,Lincoln County,8489,2254,0,0
753,Kentucky,Livingston County,4010,939,0,0
754,Kentucky,Logan County,9067,3094,0,0
755,Kentucky,Lyon County,3100,1092,0,0
756,Kentucky,McCracken County,21820,11190,0,0
757,Kentucky,McCreary County,5664,725,0,0
758,Kentucky,McLean County,3633,1074,0,0
759,Kentucky,Madison County,27353,15580,0,0
760,Kentucky,Magoffin County,4174,1213,0,0
761,Kentucky,Marion County,6113,2722,0,0
762,Kentucky,Marshall County,13297,4071,0,0
763,Kentucky,Martin County,3496,403,0,0
764,Kentucky,Mason County,8908,3317,0,0
765,Kentucky,Meade County,10184,3632,0,0
766,Kentucky,Menifee County,2311,750,0,0
767,Kentucky,Mercer County,8506,3033,0,0
768,Kentucky,Metcalfe County,3957,973,0,0
769,Kentucky,Monroe County,4628,657,0,0
770,Kentucky,Montgomery County,8993,3630,0,0
771,Kentucky,Morgan County,4297,1172,0,0
772,Kentucky,Muhlenberg County,10496,3544,0,0
773,Kentucky,Nelson County,15703,7188,0,0
774,Kentucky,Nicholas County,2407,954,0,0
775,Kentucky,Ohio County,8582,2404,0,0
776,Kentucky,Oldham County,22651,14504,0,0
777,Kentucky,Owen County,4292,1098,0,0
778,Kentucky,Owsley County,1670,216,0,0
779,Kentucky,Pendleton County,5515,1322,0,0
780,Kentucky,Perry County,8118,2350,0,0
781,Kentucky,Pike County,20279,4862,0,0
782,Kentucky,Powell County,3966,1281,0,0
783,Kentucky,Pulaski County,25441,5664,0,0
784,Kentucky,Robertson County,884,253,0,0
785,Kentucky,Rockcastle County,6577,1134,0,0
786,Kentucky,Rowan County,5994,3880,0,0
787,Kentucky,Russell County,7506,1329,0,0
788,Kentucky,Scott County,17764,10564,0,0
789,Kentucky,Shelby County,15054,8076,0,0
790,Kentucky,Simpson County,5888,2681,0,0
791,Kentucky,Spencer County,8737,2530,0,0
792,Kentucky,Taylor County,9376,2961,0,0
793,Kentucky,Todd County,4060,1202,0,0
794,Kentucky,Trigg County,5487,1791,0,0
795,Kentucky,Trimble County,3227,1012,0,0
796,Kentucky,Union County,4965,1529,0,0
797,Kentucky,Warren County,31790,22477,0,0
798,Kentucky,Washington County,4482,1644,0,0
799,Kentucky,Wayne County,7430,1700,0,0
800,Kentucky,Webster County,4506,1412,0,0
801,Kentucky,Whitley County,12567,2552,0,0
802,Kentucky,Wolfe County,2097,837,0,0
803,Kentucky,Woodford County,8362,6530,0,0
804,Louisiana,Acadia Parish,22596,5443,0,0
805,Louisiana,Allen Parish,7574,2108,0,0
806,Louisiana,Ascension Parish,40682,20397,0,0
807,Louisiana,Assumption Parish,7271,3833,0,0
808,Louisiana,Avoyelles Parish,12028,4979,0,0
809,Louisiana,Beauregard Parish,13575,2542,0,0
810,Louisiana,Bienville Parish,3891,3066,0,0
811,Louisiana,Bossier Parish,38065,15658,0,0
812,Louisiana,Caddo Parish,47927,54993,0,0
813,Louisiana,Calcasieu Parish,55062,25982,0,0
814,Louisiana,Caldwell Parish,3976,745,0,0
815,Louisiana,Cameron Parish,3670,324,0,0
816,Louisiana,Catahoula Parish,3541,1269,0,0
817,Louisiana,Claiborne Parish,3770,2731,0,0
818,Louisiana,Concordia Parish,5550,3177,0,0
819,Louisiana,De Soto Parish,9111,5446,0,0
820,Louisiana,East Baton Rouge Parish,88396,115533,0,0
821,Louisiana,East Carroll Parish,1080,1900,0,0
822,Louisiana,East Feliciana Parish,6064,4280,0,0
823,Louisiana,Evangeline Parish,11053,4158,0,0
824,Louisiana,Franklin Parish,6970,2658,0,0
825,Louisiana,Grant Parish,8117,1157,0,0
826,Louisiana,Iberia Parish,21250,11027,0,0
827,Louisiana,Iberville Parish,7893,8514,0,0
828,Louisiana,Jackson Parish,5394,2143,0,0
829,Louisiana,Jefferson Parish,105890,84438,0,0
830,Louisiana,Jefferson Davis Parish,11423,3208,0,0
831,Louisiana,Lafayette Parish,72518,39685,0,0
832,Louisiana,Lafourche Parish,36020,8668,0,0
833,Louisiana,LaSalle Parish,6348,574,0,0
834,Louisiana,Lincoln Parish,11311,7559,0,0
835,Louisiana,Livingston Parish,54870,9249,0,0
836,Louisiana,Madison Parish,1930,2654,0,0
837,Louisiana,Morehouse Parish,6510,4946,0,0
838,Louisiana,Natchitoches Parish,9358,6896,0,0
839,Louisiana,Orleans Parish,26645,147729,0,0
840,Louisiana,Ouachita Parish,42245,25905,0,0
841,Louisiana,Plaquemines Parish,7411,3413,0,0
842,Louisiana,Pointe Coupee Parish,7503,4683,0,0
843,Louisiana,Rapides Parish,38346,19472,0,0
844,Louisiana,Red River Parish,2413,1644,0,0
845,Louisiana,Richland Parish,6607,3225,0,0
846,Louisiana,Sabine Parish,8776,1731,0,0
847,Louisiana,St. Bernard Parish,11178,6151,0,0
848,Louisiana,St. Charles Parish,18233,9800,0,0
849,Louisiana,St. Helena Parish,2714,3346,0,0
850,Louisiana,St. James Parish,5954,6509,0,0
851,Louisiana,St. John the Baptist Parish,7538,13581,0,0
852,Louisiana,St. Landry Parish,23167,17371,0,0
853,Louisiana,St. Martin Parish,18203,8439,0,0
854,Louisiana,St. Mary Parish,14810,8054,0,0
855,Louisiana,St. Tammany Parish,99665,37744,0,0
856,Louisiana,Tangipahoa Parish,37799,18883,0,0
857,Louisiana,Tensas Parish,1195,1326,0,0
858,Louisiana,Terrebonne Parish,34339,11198,0,0
859,Louisiana,Union Parish,8406,2654,0,0
860,Louisiana,Vermilion Parish,21930,5009,0,0
861,Louisiana,Vernon Parish,14104,2897,0,0
862,Louisiana,Washington Parish,13307,5970,0,0
863,Louisiana,Webster Parish,11829,6172,0,0
864,Louisiana,West Baton Rouge Parish,7684,6200,0,0
865,Louisiana,West Carroll Parish,4317,710,0,0
866,Louisiana,West Feliciana Parish,3863,2298,0,0
867,Louisiana,Winn Parish,4617,1543,0,0
868,Maine,Aroostook Cty Townships,1141,1069,0,0
869,Maine,Franklin Cty Townships,0,0,0,0
870,Maine,Hancock Cty Townships,0,0,0,0
871,Maine,Oxford Cty Townships,0,0,0,0
872,Maine,Penobscot Cty Townships,0,0,0,0
873,Maine,Piscataquis Cty Townshps,61,26,0,0
874,Maine,Somerset Cty Townships,0,0,0,0
875,Maine,Washington Cty Townships,0,0,0,0
876,Maine,Indian Township Vtng Dst,0,0,0,0
877,Maine,Oxbow Plt.,0,0,0,0
878,Maine,Pleasant Point Votng Dst,0,0,0,0
879,Maine,Auburn,5426,6471,0,0
880,Maine,Durham,1333,1361,0,0
881,Maine,Greene,1663,914,0,0
882,Maine,Leeds,818,505,0,0
883,Maine,Lewiston,7206,9578,0,0
884,Maine,Lisbon,2853,2190,0,0
885,Maine,Livermore,783,573,0,0
886,Maine,Livermore Falls,809,540,0,0
887,Maine,Mechanic Falls,989,650,0,0
888,Maine,Minot,1040,676,0,0
889,Maine,Poland,1906,1513,0,0
890,Maine,Sabattus,1765,1034,0,0
891,Maine,Turner,2052,1288,0,0
892,Maine,Wales,616,275,0,0
893,Maine,Allagash,95,74,0,0
894,Maine,Amity,0,0,0,0
895,Maine,Ashland,0,0,0,0
896,Maine,Blaine,0,0,0,0
897,Maine,Bridgewater,214,82,0,0
898,Maine,Caribou,2262,1702,0,0
899,Maine,Cary Plt.,0,0,0,0
900,Maine,Castle Hill,130,97,0,0
901,Maine,Caswell,0,0,0,0
902,Maine,Chapman,177,97,0,0
903,Maine,Crystal,120,39,0,0
904,Maine,Cyr Plt.,0,0,0,0
905,Maine,Dyer Brook,106,40,0,0
906,Maine,Eagle Lake,256,197,0,0
907,Maine,Easton,467,241,0,0
908,Maine,Fort Fairfield,985,674,0,0
909,Maine,Fort Kent,1141,1069,0,0
910,Maine,Frenchville,361,235,0,0
911,Maine,Garfield Plt.,0,0,0,0
912,Maine,Glenwood Plt.,0,0,0,0
913,Maine,Grand Isle,119,107,0,0
914,Maine,Hamlin,0,0,0,0
915,Maine,Hammond,0,0,0,0
916,Maine,Haynesville,0,0,0,0
917,Maine,Hersey,33,8,0,0
918,Maine,Hodgdon,613,113,0,0
919,Maine,Houlton,1639,1046,0,0
920,Maine,Island Falls,306,132,0,0
921,Maine,Limestone,0,0,0,0
922,Maine,Linneus,411,93,0,0
923,Maine,Littleton,381,141,0,0
924,Maine,Ludlow,0,0,0,0
925,Maine,Macwahoc Plt.,30,12,0,0
926,Maine,Madawaska,940,1143,0,0
927,Maine,Mapleton,726,406,0,0
928,Maine,Mars Hill,511,222,0,0
929,Maine,Masardis,0,0,0,0
930,Maine,Merrill,91,43,0,0
931,Maine,Monticello,335,96,0,0
932,Maine,Moro Plt.,0,0,0,0
933,Maine,Nashville Plt.,16,7,0,0
934,Maine,New Canada,93,61,0,0
935,Maine,New Limerick,253,115,0,0
936,Maine,New Sweden,178,137,0,0
937,Maine,Oakfield,0,0,0,0
938,Maine,Orient,0,0,0,0
939,Maine,Penobscot Nation Vot Dst,0,0,0,0
940,Maine,Perham,0,0,0,0
941,Maine,Portage Lake,160,99,0,0
942,Maine,Presque Isle,2266,1849,0,0
943,Maine,Reed Plt.,0,0,0,0
944,Maine,Saint Agatha,334,292,0,0
945,Maine,St. Francis,0,0,0,0
946,Maine,St. John Plt.,104,63,0,0
947,Maine,Sherman,497,157,0,0
948,Maine,Smyrna,111,46,0,0
949,Maine,Stockholm,86,70,0,0
950,Maine,Van Buren,0,0,0,0
951,Maine,Wade,79,53,0,0
952,Maine,Wallagrass,134,153,0,0
953,Maine,Washburn,518,278,0,0
954,Maine,Westfield,174,92,0,0
955,Maine,Westmanland,0,0,0,0
956,Maine,Weston,125,55,0,0
957,Maine,Winterville Plt.,72,49,0,0
958,Maine,Woodland,409,239,0,0
959,Maine,Baldwin,623,350,0,0
960,Maine,Bridgton,1528,1656,0,0
961,Maine,Brunswick,3729,9708,0,0
962,Maine,Cape Elizabeth,1462,5349,0,0
963,Maine,Casco,1184,1036,0,0
964,Maine,Chebeague Island,0,0,0,0
965,Maine,Cumberland,1800,4074,0,0
966,Maine,Falmouth,2672,6147,0,0
967,Maine,Freeport,1675,4327,0,0
968,Maine,Frye Island,19,38,0,0
969,Maine,Gorham,4275,6460,0,0
970,Maine,Gray,2557,2653,0,0
971,Maine,Harpswell,1423,2379,0,0
972,Maine,Harrison,795,741,0,0
973,Maine,Long Island,53,133,0,0
974,Maine,Naples,1389,1039,0,0
975,Maine,New Gloucester,1757,1720,0,0
976,Maine,North Yarmouth,1018,1862,0,0
977,Maine,Portland,6483,33784,0,0
978,Maine,Pownal,489,685,0,0
979,Maine,Raymond,1472,1589,0,0
980,Maine,Scarborough,5217,9487,0,0
981,Maine,Sebago,719,529,0,0
982,Maine,South Portland,3781,12075,0,0
983,Maine,Standish,3076,2818,0,0
984,Maine,Westbrook,3579,7359,0,0
985,Maine,Windham,5276,5780,0,0
986,Maine,Yarmouth,1439,4785,0,0
987,Maine,Avon,0,0,0,0
988,Maine,Carrabassett Valley,164,348,0,0
989,Maine,Carthage,0,0,0,0
990,Maine,Chesterville,0,0,0,0
991,Maine,Coplin Plt.,0,0,0,0
992,Maine,Dallas Plt.,0,0,0,0
993,Maine,Eustis,253,173,0,0
994,Maine,Farmington,1541,2225,0,0
995,Maine,Industry,0,0,0,0
996,Maine,Jay,1375,1220,0,0
997,Maine,Kingfield,444,407,0,0
998,Maine,New Sharon,528,391,0,0
999,Maine,New Vineyard,293,154,0,0
1000,Maine,Phillips,0,0,0,0
1001,Maine,Rangeley,449,294,0,0
1002,Maine,Rangeley Plt.,86,57,0,0
1003,Maine,Sandy River Plt.,0,0,0,0
1004,Maine,Strong,526,266,0,0
1005,Maine,Temple,0,0,0,0
1006,Maine,Weld,144,149,0,0
1007,Maine,Wilton,1113,973,0,0
1008,Maine,Amherst,0,0,0,0
1009,Maine,Aurora,0,0,0,0
1010,Maine,Bar Harbor,804,2678,0,0
1011,Maine,Blue Hill,624,1310,0,0
1012,Maine,Brooklin,189,426,0,0
1013,Maine,Brooksville,219,450,0,0
1014,Maine,Bucksport,1481,1278,0,0
1015,Maine,Castine,136,346,0,0
1016,Maine,Cranberry Isles,36,95,0,0
1017,Maine,Dedham,582,545,0,0
1018,Maine,Deer Isle,496,806,0,0
1019,Maine,Eastbrook,0,0,0,0
1020,Maine,Ellsworth,2356,2273,0,0
1021,Maine,Franklin,459,381,0,0
1022,Maine,Frenchboro,19,12,0,0
1023,Maine,Gouldsboro,612,477,0,0
1024,Maine,Great Pond,25,18,0,0
1025,Maine,Hancock,778,659,0,0
1026,Maine,Lamoine,576,616,0,0
1027,Maine,Mariaville,0,0,0,0
1028,Maine,Mount Desert,381,1066,0,0
1029,Maine,Orland,693,691,0,0
1030,Maine,Osborn,0,0,0,0
1031,Maine,Otis,323,153,0,0
1032,Maine,Penobscot,306,512,0,0
1033,Maine,Sedgwick,321,511,0,0
1034,Maine,Sorrento,0,0,0,0
1035,Maine,Southwest Harbor,381,728,0,0
1036,Maine,Stonington,220,409,0,0
1037,Maine,Sullivan,0,0,0,0
1038,Maine,Surry,464,596,0,0
1039,Maine,Swan's Island,129,132,0,0
1040,Maine,Tremont,422,590,0,0
1041,Maine,Trenton,451,509,0,0
1042,Maine,Verona,0,0,0,0
1043,Maine,Waltham,0,0,0,0
1044,Maine,Winter Harbor,179,145,0,0
1045,Maine,Albion,801,385,0,0
1046,Maine,Augusta,4155,5248,0,0
1047,Maine,Belgrade,1166,993,0,0
1048,Maine,Benton,984,607,0,0
1049,Maine,Chelsea,917,605,0,0
1050,Maine,China,1395,1107,0,0
1051,Maine,Clinton,1096,641,0,0
1052,Maine,Farmingdale,768,903,0,0
1053,Maine,Fayette,421,388,0,0
1054,Maine,Gardiner,1471,1694,0,0
1055,Maine,Hallowell,445,1277,0,0
1056,Maine,Litchfield,1260,850,0,0
1057,Maine,Manchester,810,832,0,0
1058,Maine,Monmouth,1397,1079,0,0
1059,Maine,Mount Vernon,0,0,0,0
1060,Maine,Oakland,1853,1681,0,0
1061,Maine,Pittston,1034,691,0,0
1062,Maine,Randolph,533,467,0,0
1063,Maine,Readfield,818,943,0,0
1064,Maine,Rome,0,0,0,0
1065,Maine,Sidney,1688,1184,0,0
1066,Maine,Unity,455,444,0,0
1067,Maine,Vassalboro,1394,1075,0,0
1068,Maine,Vienna,0,0,0,0
1069,Maine,Waterville,2619,4991,0,0
1070,Maine,Wayne,343,506,0,0
1071,Maine,West Gardiner,1317,1000,0,0
1072,Maine,Windsor,899,477,0,0
1073,Maine,Winslow,2360,2184,0,0
1074,Maine,Winthrop,1649,1963,0,0
1075,Maine,Appleton,407,478,0,0
1076,Maine,Camden,832,2931,0,0
1077,Maine,Cushing,520,424,0,0
1078,Maine,Friendship,477,309,0,0
1079,Maine,Hope,443,653,0,0
1080,Maine,Isle Au Haut,0,0,0,0
1081,Maine,Matinicus Isle Plt.,0,0,0,0
1082,Maine,North Haven,0,0,0,0
1083,Maine,Owl's Head,454,584,0,0
1084,Maine,Rockland,1363,2493,0,0
1085,Maine,Rockport,776,1694,0,0
1086,Maine,St. George,660,1108,0,0
1087,Maine,South Thomaston,403,574,0,0
1088,Maine,Thomaston,664,960,0,0
1089,Maine,Union,786,726,0,0
1090,Maine,Vinalhaven,287,531,0,0
1091,Maine,Warren,1258,918,0,0
1092,Maine,Washington,540,415,0,0
1093,Maine,Alna,174,320,0,0
1094,Maine,Boothbay,922,1229,0,0
1095,Maine,Boothbay Harbor,545,814,0,0
1096,Maine,Bremen,0,0,0,0
1097,Maine,Bristol,808,1275,0,0
1098,Maine,Damariscotta,463,980,0,0
1099,Maine,Dresden,580,542,0,0
1100,Maine,Edgecomb,0,0,0,0
1101,Maine,Jefferson,951,679,0,0
1102,Maine,Monhegan Plt.,7,51,0,0
1103,Maine,Newcastle,403,923,0,0
1104,Maine,Nobleboro,559,729,0,0
1105,Maine,Somerville,0,0,0,0
1106,Maine,South Bristol,261,429,0,0
1107,Maine,Southport,173,306,0,0
1108,Maine,Waldoboro,1568,1294,0,0
1109,Maine,Westport,231,303,0,0
1110,Maine,Whitefield,753,688,0,0
1111,Maine,Wiscasset,1112,1114,0,0
1112,Maine,Andover,293,223,0,0
1113,Maine,Bethel,749,1006,0,0
1114,Maine,Brownfield,463,464,0,0
1115,Maine,Buckfield,636,436,0,0
1116,Maine,Byron,0,0,0,0
1117,Maine,Canton,374,154,0,0
1118,Maine,Denmark,392,404,0,0
1119,Maine,Dixfield,803,460,0,0
1120,Maine,Fryeburg,813,1060,0,0
1121,Maine,Gilead,0,0,0,0
1122,Maine,Greenwood,242,278,0,0
1123,Maine,Hanover,92,101,0,0
1124,Maine,Hartford,428,278,0,0
1125,Maine,Hebron,427,323,0,0
1126,Maine,Hiram,528,373,0,0
1127,Maine,Lincoln Plt.,0,0,0,0
1128,Maine,Lovell,353,399,0,0
1129,Maine,Magalloway Plt.,0,0,0,0
1130,Maine,Mexico,676,556,0,0
1131,Maine,Newry,119,163,0,0
1132,Maine,Norway,1363,1400,0,0
1133,Maine,Otisfield,605,535,0,0
1134,Maine,Oxford,1456,807,0,0
1135,Maine,Paris,1494,1280,0,0
1136,Maine,Peru,561,322,0,0
1137,Maine,Porter,521,328,0,0
1138,Maine,Roxbury,0,0,0,0
1139,Maine,Rumford,1502,1275,0,0
1140,Maine,Stoneham,0,0,0,0
1141,Maine,Stow,0,0,0,0
1142,Maine,Sumner,324,206,0,0
1143,Maine,Sweden,0,0,0,0
1144,Maine,Upton,0,0,0,0
1145,Maine,Waterford,557,452,0,0
1146,Maine,West Paris,552,372,0,0
1147,Maine,Woodstock,534,368,0,0
1148,Maine,Alton,0,0,0,0
1149,Maine,Bangor,5498,8575,0,0
1150,Maine,Bradford,0,0,0,0
1151,Maine,Bradley,485,378,0,0
1152,Maine,Brewer,2568,2533,0,0
1153,Maine,Burlington,145,56,0,0
1154,Maine,Carmel,1183,560,0,0
1155,Maine,Carroll Plt.,73,17,0,0
1156,Maine,Charleston,580,164,0,0
1157,Maine,Chester,0,0,0,0
1158,Maine,Clifton,324,187,0,0
1159,Maine,Corinna,847,363,0,0
